id,source,title,year,journal,doi,pmid,abstract,include
241,pubmed,[Health system reform in the United Kingdom].,2014,Journal of UOEH,10.7888/juoeh.35.279,24334695,"How to control the increasing health expenditures is a common problem in the developed countries. The main causes of this increase are ageing of the society and medical innovation. The UK government has introduced a market oriented health reform in order to balance the increasing expenditures and the quality of care. For example, they have introduced the GP Fundholding, Private Financial Initiative (PFI) for construction of public hospital, and personal budget system (a patient owns a budget for buying health services in the deregulated market). However, there is little evidence indicating the",
242,pubmed,Twenty-five years of the WHO vaccines prequalification programme (1987-2012): lessons learned and future perspectives.,2015,Vaccine,10.1016/j.vaccine.2013.11.066,24300593,"The World Health Organization (WHO) vaccines prequalification programme was established in 1987. It is a service provided to United Nations procurement agencies to ensure that the vaccines supplied through these agencies are consistently safe and effective under conditions of use in national immunization programmes. This review describes the purpose and aims of the programme, its evolution during 25 years of existence, its added value, and its role in the context of the WHO strategy to ensure the global availability of vaccines of assured quality. The rationale for changes introduced during th",
243,pubmed,Lessons from reproductive health to inform multipurpose prevention technologies: don't reinvent the wheel.,2014,Antiviral research,10.1016/j.antiviral.2013.09.019,24188700,This paper presents the public health rationale for multipurpose prevention technologies (MPTs) for sexual and reproductive health (SRH) based on regional trends in demographic and SRH indicators. It then distils important lessons gleaned from the introduction of contraceptive and reproductive health products over the past several decades in order to inform the development and future introduction of MPTs for SRH. A comparison of current demographic and public health regional data clearly revealed that the greatest confluence of women's SRH concerns occurs in sub-Saharan Africa and South/West A,
244,pubmed,Characterizing Good Review Practices: A Survey Report Among Agencies of APEC Member Economies.,2020,Therapeutic innovation & regulatory science,10.1177/2168479013494394,30235555,"As a first step in the implementation of the Asia-Pacific Economic Cooperation (APEC) Best Regulatory Practice Project, the Centre for Innovation in Regulatory Science conducted a gap analysis survey among regulatory agencies of 14 APEC member economies to assess the current use of good review practices (GRevP) to support transparent, consistent, predictable, and good-quality regulatory decision making. Although the majority of responding agencies have established some form of GRevP, most practices are currently evolving and are applied on an informal basis. Most agencies have developed standa",
245,pubmed,Cost-effectiveness of antiplatelet therapy to prolong primary patency of hemodialysis graft.,2014,Clinical nephrology,10.5414/CN108100,24161074,"The Dialysis Access Consortium (DAC) study group previously reported that treatment with extended-release dipyridamole plus aspirin (DASA) resulted in a significant but clinically modest improvement in primary unassisted arteriovenous graft (AVG) patency. Utilizing DAC published data, the objective of this study is to evaluate the cost effectiveness of antiplatelet interventions aimed at preventing loss of primary AVG patency in hemodialysis (HD) patients. We performed a cost-utility analysis, using a decision analysis tree model with a 12-month time horizon and a third party payer perspective",
246,pubmed,"Registering medicines for low-income countries: how suitable are the stringent review procedures of the World Health Organisation, the US Food and Drug Administration and the European Medicines Agency?",2014,Tropical medicine & international health : TM & IH,10.1111/tmi.12201,24134396,"New medicines are registered after a resource-demanding process. Unfortunately, in low-income countries (LICs), demand outweighs resources. To facilitate registration in LICs, stringent review procedures of the European Medicines Agency (EMA Article-58), Food and Drug Administration (FDA PEPFAR-linked review) and WHO Prequalification programme have been established. Only the PEPFAR-linked review gives approval, while the others make recommendations for approval. This study assessed the performance and discussed the challenges of these three stringent review procedures. Data from WHO, FDA, EMA,",
247,pubmed,WHO expert committee on specifications for pharmaceutical preparations.,2013,World Health Organization technical report series,,23821930,"The Expert Committee on Specifications for Pharmaceutical Preparations works towards clear, independent and practical standards and guidelines for the quality assurance of medicines. Standards are developed by the Committee through worldwide consultation and an international consensus-building process. The following new guidelines were adopted and recommended for use: Release procedure for International Chemical Reference Substances; WHO guidelines on quality risk management; WHO guidelines on variations to a prequalified product; and the Collaborative procedure between the World Health Organi",
248,pubmed,Will the EU Clinical Trials Regulation Support the Innovative Industry in Bringing New Medicines Faster to Patients?,2021,Pharmaceutical medicine,10.1093/jnci/djj060,23585715,"A perspective from the innovative industry is provided in this article about the long awaited legal proposal for a Clinical Trial Regulation (""Proposal""), adopted in July 2012. With this Proposal, the European Commission reacted to a call by all stakeholders for more harmonization and streamlining of the provisions for conducting clinical trials in the EU. Discrepant approaches between Member States, a failure to respect legal timelines, and a lack of formal coordination mechanisms within and between Member States have resulted in an increased workload for the industry and contributed to a dec",
249,pubmed,"Practical, ethical and regulatory considerations for the evolving medical and research genomics landscape.",2020,Applied & translational genomics,10.1016/j.atg.2013.02.001,27942444,"Recent advances in sequencing technology are making possible the application of large-scale genomic analyses to individualized care, both in wellness and disease. However, a number of obstacles remain before genomic sequencing can become a routine part of clinical practice. One of the more significant and underappreciated is the lack of consensus regarding the proper environment and regulatory structure under which clinical genome sequencing and interpretation should be performed. The continued reliance on pure research vs. pure clinical models leads to problems for both research participants ",
250,pubmed,Deficiencies of the FDA in evaluating generic formulations: addressing narrow therapeutic index drugs.,2013,American journal of law & medicine,10.1177/009885881203800403,23356099,"Generic drugs represent a significant portion of the medical arsenal in treating disease. As copies of originator drugs, these drugs have been permitted abbreviated approval under the Hatch-Waxman Act. Yet with the current cost focus upon generic formulations, potential safety issues with generics have arisen. Although there is an established criterion of ""bioequivalence"" that generic formulations must demonstrate, narrow-therapeutic index drugs for sensitive clinical circumstances such as epilepsy, antiplatelet therapies, and mental health treatments may require different regulatory treatment",
251,pubmed,The role of pre-shipment batch testing in ensuring good medicine quality.,2024,MalariaWorld journal,10.5281/zenodo.10997689,38854887,"Most donor agencies only procure drugs approved by a Stringent Regulatory Authority or the World Health Organization (WHO) Prequalification Programme in an effort to ensure high quality. However, the US President's Malaria Initiative has occasionally had to return approved drugs with quality issues to the manufacturer. This study compares the quality of artemisinin-based combination therapies (ACTs) produced by WHO-approved manufacturers with non-approved manufacturers and suggests policy changes to improve quality of donor-procured drugs. Over the past five years, covert shoppers procured 120",
252,pubmed,Lessons learned in shaping vaccine markets in low-income countries: a review of the vaccine market segment supported by the GAVI Alliance.,2015,Health policy and planning,10.1093/heapol/czs123,23174880,"The Global Alliance for Vaccines and Immunization (GAVI) anticipated that growing demand for new vaccines could sufficiently impact the vaccines market to allow low-income countries (LICs) to self-finance new vaccines. But the time required to lower vaccine prices was underestimated and the amount that prices would decline overestimated. To better understand how prices in the LIC vaccine market can be impacted, the vaccine market was retrospectively examined. GAVI archives and the published literature on the vaccine markets in LICs were reviewed for the purpose of identifying GAVI's early assu",
253,pubmed,Pharmacokinetic properties and bioequivalence of two sulfadoxine/pyrimethamine fixed-dose combination tablets: a parallel-design study in healthy Chinese male volunteers.,2013,Clinical therapeutics,10.1016/j.clinthera.2012.10.001,23084093,"Sulfadoxine/pyrimethamine fixed-dose combination (FDC) tablet is the long-acting portion of the antimalaria product Artecospe(®), coblister containing artesunate tablets plus sulfadoxine/pyrimethamine FDC tablets. This study was conducted to support the efficacy and tolerability of the sulfadoxine/pyrimethamine FDC tablet in the World Health Organization's (WHO) Prequalification of Medicines Programme, as well as to obtain marketing authorization in China. The aim of the present study was to compare the pharmacokinetic profiles between a new generic and the branded reference formulation of sul",
254,pubmed,WHO Expert Committee on Specifications for Pharmaceutical Preparations.,2012,World Health Organization technical report series,,22894011,"The Expert Committee on Specifications for Pharmaceutical Preparations works towards clear, independent and practical standards and guidelines for the quality assurance of medicines. Standards are developed by the Committee through worldwide consultation and an international consensus-building process. The following new guidelines were adopted and recommended for use: Development of monographs for The International Pharmacopoeia; WHO good manufacturing practices: water for pharmaceutical use; Pharmaceutical development of multisource (generic) pharmaceutical products--points to consider; Guide",
255,pubmed,Anti-infective medicine quality: analysis of basic product quality by approval status and country of manufacture.,2022,Research and reports in tropical medicine,10.2147/RRTM.S33108,30890867,"Some medicines for sale in developing countries are approved by a stringent regulatory authority (SRA) or the World Health Organization (WHO) prequalification program; many of these are global brands. This study ascertains whether medicines approved by SRAs or the WHO perform better in simple quality tests than those that have not been approved by either. Over the past 4 years, 2652 essential drugs (products to treat malaria, tuberculosis, and bacterial infections) were procured by covert shoppers from eleven African cities and eight cities in a variety of mid-income nations. All samples were ",
256,pubmed,Challenges and priorities in the management of HIV/HBV and HIV/HCV coinfection in resource-limited settings.,2012,Seminars in liver disease,10.1055/s-0032-1316476,22760654,"Liver disease due to chronic hepatitis B virus (HBV) and hepatitis C virus (HCV) infection is now emerging as an increasing cause of morbidity and mortality in human immunodeficiency virus- (HIV-) infected persons in resource-limited settings (RLS). Existing management guidelines have generally focused on care in tertiary level facilities in developed countries. Less than half of low-income countries have guidance, and in those that do, there are important omissions or disparities in recommendations. There are multiple challenges to delivery of effective hepatitis care in RLS, but the most imp",
257,pubmed,"Development of a group A meningococcal conjugate vaccine, MenAfriVac(TM).",2013,Human vaccines & immunotherapeutics,10.4161/hv.19619,22495119,"Group A meningococcal disease has been an important public health problem in sub-Saharan Africa for over a century. Outbreaks occur there annually, and large epidemics occur at intervals ranging between 8 and 12 y. The Meningitis Vaccine Project was established in 2001 with funding from the Gates Foundation with the goal of developing, testing, licensing, and introducing an affordable group A meningococcal conjugate vaccine into Africa. From 2003 to 2009 a monovalent group A conjugate vaccine, MenAfriVac(TM) , was developed at the Serum Institute of India, Ltd through an innovative public/priv",
258,pubmed,Association of factor V gene polymorphism with arteriovenous graft failure.,2012,American journal of kidney diseases : the official journal of the National Kidney Foundation,10.1053/j.ajkd.2011.11.036,22281051,Dialysis grafts fail due to recurrent stenosis and thrombosis. Vasoactive and prothrombotic substances affecting intimal hyperplasia or thrombosis may modify graft outcomes. Genetic polymorphisms association study of patients enrolled in a multicenter randomized clinical trial. 354 Dialysis Access Consortium (DAC) Study patients receiving a new graft with DNA samples obtained. Participants were randomly assigned to treatment with aspirin plus dipyridamole versus placebo. DNA sequence polymorphisms for the following candidate genes and their interaction with the study intervention: methylenetet,
259,pubmed,The use of paediatric artemisinin combinations in sub-Saharan Africa: a snapshot questionnaire survey of health care personnel.,2012,Malaria journal,10.1186/1475-2875-10-365,22168234,Paediatric drug formulations for artemisinin combination therapy (P-ACT) have been developed over the past few years and have been shown to improve the therapeutic management of young children with uncomplicated falciparum malaria. This process was however not equally paralleled by a timely adoption of P-ACT in national and international treatment recommendations. National malaria programmes in sub-Saharan Africa have not yet widely embraced this new therapeutic tool. To which extent P-ACT is used in the field in sub-Saharan Africa is not known to date. This snapshot questionnaire survey aimed,
260,pubmed,Standardized definitions for hemodialysis vascular access.,2012,Seminars in dialysis,10.1111/j.1525-139X.2011.00969.x,21906166,"Vascular access dysfunction is one of the leading causes of morbidity and mortality among end-stage renal disease patients. Vascular access dysfunction exists in all three types of available accesses: arteriovenous fistulas, arteriovenous grafts, and tunneled catheters. To improve clinical research and outcomes in hemodialysis (HD) access dysfunction, the development of a multidisciplinary network of collaborative investigators with various areas of expertise, and common standards for terminology and classification in all vascular access types, is required. The North American Vascular Access C",
261,pubmed,Streamline integration using MPI-hybrid parallelism on a large multicore architecture.,2012,IEEE transactions on visualization and computer graphics,10.1109/TVCG.2010.259,21885895,"Streamline computation in a very large vector field data set represents a significant challenge due to the nonlocal and data-dependent nature of streamline integration. In this paper, we conduct a study of the performance characteristics of hybrid parallel programming and execution as applied to streamline integration on a large, multicore platform. With multicore processors now prevalent in clusters and supercomputers, there is a need to understand the impact of these hybrid systems in order to make the best implementation choice. We use two MPI-based distribution approaches based on establis",
262,pubmed,Current status of the clinical development and implementation of paediatric artemisinin combination therapies in Sub-Saharan Africa.,2012,Wiener klinische Wochenschrift,10.1007/s00508-011-0039-3,21826416,"Timely treatment of infected children with artemisinin based combination therapies is an essential tool for the effective control and potential elimination of malaria. Until recently only tablet formulations have been available for the treatment of children leading to problems of swallowability, palatability and dosing. In consequence, paediatric drug formulations of artemisinin-based combination therapy (ACT) have been developed, showing a clinically significant improvement of tolerability in young children and of their implementation is an increasingly important public health issue. In this ",
263,pubmed,Foreword: Follow-on Biologics: Implementation Challenges and Opportunities.,2011,Seton Hall law review,,21739728,"This Book of the Seton Hall Law Review presents the contributions to Follow-On Biologics: Implementation Challenges and Opportunities, a one-day roundtable event hosted by Seton Hall University School of Law in the fall of 2010. The roundtable fostered an international dialogue regarding the future of follow-on biologics in the United States resulting from the Patient Protection and Affordable Care Act of March 2010. THE BIOLOGIC PRICE COMPETITION AND INNOVATION ACT OF 2010. The March 23, 2010, enactment of the Patient Protection and Affordable Care Act (PPACA) and the companion Health Care an",
264,pubmed,Indian vaccine innovation: the case of Shantha Biotechnics.,2011,Globalization and health,10.1186/1744-8603-7-9,21507259,"Although the World Health Organization had recommended that every child be vaccinated for Hepatitis B by the early 1980s, large multinational pharmaceutical companies held monopolies on the recombinant Hepatitis B vaccine. At a price as high as USD$23 a dose, most Indians families could not afford vaccination. Shantha Biotechnics, a pioneering Indian biotechnology company founded in 1993, saw an unmet need domestically, and developed novel processes for manufacturing Hepatitis B vaccine to reduce prices to less than $1/dose. Further expansion enabled low-cost mass vaccination globally through ",
265,pubmed,"The comparability conundrum: biosimilars in the United States, Europe and Canada.",2014,Food and drug law journal,,24505840,"A biosimilar contains an active ingredient that is similar, but not identical, to the active ingredient in an approved reference drug. This raises the issue of when and how a biosimilar should be allowed to compare to a reference drug for marketing approval. This paper looks at the current regulation of biosimilars in Europe, the United States and Canada. The response to the challenge of regulating biosimilars has been varied. For example, Europe implemented a specialized, abbreviated legal pathway about five years before the United States. In Canada, abbreviated approval by comparison to an a",
266,pubmed,Exclusivity strategies and opportunities in view of the Biologics Price Competition and Innovation Act.,2014,Food and drug law journal,,24505830,"Government-provided exclusivity periods provide pharmaceutical companies with incentives to invest in new drugs. Meanwhile, encouraging competition serves another worthy goal of improving the affordability of medications. Decades ago, the Hatch-Waxman Act set forth provisions attempting to balance these objectives in the context of small-molecule drugs. Recently, the Biologics Price Competition and Innovation Act was enacted to meet similar aims in the context of biologic drugs. This article presents a detailed comparison of these two Acts. While the Acts share many global similarities (e.g., ",
267,pubmed,The biowaiver procedure: its application to antituberculosis products in the WHO prequalification programme.,2011,Journal of pharmaceutical sciences,10.1002/jps.22349,20928870,"In 2005, the World Health Organization (WHO) proposed that provided an active pharmaceutical ingredient could meet certain criteria, bioequivalence could be evaluated with a set of laboratory tests, obviating the need for expensive and time-consuming pharmacokinetic studies in humans. The aim of this work was to determine whether this so-called ""biowaiver"" procedure can be applied to antituberculosis products. Antituberculosis products from the WHO Prequalification Programme, including three ethambutol, two isoniazid and one pyrazinamide product, were investigated. In vitro dissolution data fo",
268,pubmed,RotaTeq: Progress toward developing world access.,2010,The Journal of infectious diseases,10.1086/653546,20684723,"Phase III studies of an oral, live, pentavalent, human-bovine reassortant rotavirus vaccine (RotaTeq; Merck) in developed countries have demonstrated that it is well tolerated with regard to intussusception and other adverse events and is efficacious in preventing rotavirus gastroenteritis and associated healthcare encounters. However, it cannot be assumed that rotavirus vaccines will be equally efficacious in infants and young children in the developing world. Differences in host populations, associated health conditions, and the epidemiology of rotavirus disease could affect vaccine performa",
269,pubmed,China's emerging vaccine industry.,2011,Human vaccines,10.4161/hv.6.7.11933,20523120,"The Chinese vaccine industry is developing rapidly due to an emerging and large market for current and new vaccines, a large potential for local vaccine manufacturing both in the public and private domain, and a governmental orientation towards national vaccine self-sufficiency. There are currently over 40 companies and institutions manufacturing a large variety of traditional (EPI) and some new vaccines. The innovative development capacity of state vaccine institutions is stimulated by significant government investments. Various Chinese influenza manufacturers were in 2009 among the first wor",
270,pubmed,Intervening in global markets to improve access to HIV/AIDS treatment: an analysis of international policies and the dynamics of global antiretroviral medicines markets.,2011,Globalization and health,10.1186/1744-8603-6-9,20500827,"Universal access to antiretroviral therapy (ART) in low- and middle-income countries faces numerous challenges: increasing numbers of people needing ART, new guidelines recommending more expensive antiretroviral (ARV) medicines, limited financing, and few fixed-dose combination (FDC) products. Global initiatives aim to promote efficient global ARV markets, yet little is known about market dynamics and the impact of global policy interventions. We utilize several data sources, including 12,958 donor-funded, adult first-line ARV purchase transactions, to describe the market from 2002-2008. We ex",
271,pubmed,Global regulatory standards for the approval of biosimilars.,2014,Food and drug law journal,,24479248,"On March 23, 2010, President Barack Obama signed into law the Patient Protection and Affordable Care Act, which contains the Biologics Price Competition and Innovation Act. Biosimilars have an important role in the United States health care system, and this new law creates an abbreviated approval pathway for biosimilar products in the U.S. A biosimilar is a biologic product demonstrated to be highly similar to an approved innovator biologic product (""reference product""). While the law provides general information on the standards to demonstrate biosimilarity, Congress has authorized the FDA to",
272,pubmed,"No longer ""if,"" but ""when"": the coming abbreviated approval pathway for follow-on biologics.",2009,Food and drug law journal,,19998743,"Abbreviated approval of follow-on biologics involves answering complex scientific, legal, and policy questions. The Food and Drug Administration (FDA or the Agency) asserts that it lacks the statutory authority to approve follow-on versions of biologics licensed under Section 351 of the Public Health Service Act (PHSA). Despite persuasive arguments to the contrary the one hundred and tenth Congress entertained four legislative proposals to give FDA this authority, each markedly different. It is no longer a question of ""if,"" but ""when"" FDA will receive authority to review and license abbreviate",
273,pubmed,Reaching international GMP standards for vaccine production: challenges for developing countries.,2009,Expert review of vaccines,10.1586/erv.09.23,19397413,"Standards for vaccine production have been increasing at a rapid rate. Current standards of good manufacturing practice (GMP) had been thought to be out of the reach of developing country vaccine producers, many of whom are in the public sector, overseen by unvalidated national regulatory authorities (NRAs). With the advent of the GMP regulations in 1963 and their application to vaccine production, even many industrialized country manufacturers with stringent NRA oversight had difficulties. This article assesses the ability of developing country manufacturers to meet GMP by the only currently ",
274,pubmed,A European perspective on the Dialysis Access Consortium (DAC) study regarding the effects of clopidogrel on early failure of arteriovenous fistulas for hemodialysis.,2009,The journal of vascular access,,19085890,,
275,pubmed,More than reducing early fistula thrombosis is required: lessons from the Dialysis Access Consortium clopidogrel fistula study.,2008,American journal of kidney diseases : the official journal of the National Kidney Foundation,10.1053/j.ajkd.2008.09.005,18971012,,
276,pubmed,The challenges forensic nurses face when their patient is comatose: addressing the needs of our most vulnerable patient population.,2008,Journal of forensic nursing,10.1111/j.1939-3938.2008.00018.x,18798876,"Since 1996, the American Nurses Association has recognized forensic nursing as a formal specialty. Despite this recognition, Sexual Assault Nurse Examiners and Emergency Department nurses struggle with incorporating evidence collection into the care they give the unconscious or comatose patient they suspect has been sexually assaulted. Through case example, this article provides an abbreviated review of the circumstances under which these patients present for care, current challenges, and barriers in upholding the standard of forensic nursing care, as well as proposed interventions for the pra",
277,pubmed,Biosimilars: opinion of an expert panel in the Middle East.,2009,Current medical research and opinion,10.1185/03007990802381554,18768104,"Several biotechnology-derived drugs are reaching the end of their patent lives. As a result, so-called biosimilar products are in development, and a few have already gained approval in Europe and other countries such as the USA. Biosimilars, unlike generic versions of conventional drugs, are not identical to their reference product, and their production is complex and sensitive to even slight changes in the manufacturing and storage process. Therefore, the registration of these products requires more stringent evaluation than that for conventional generics. A consensus group of experts from th",
278,pubmed,Follow-on biologics: data exclusivity and the balance between innovation and competition.,2008,Nature reviews. Drug discovery,10.1038/nrd2532,18469828,"Legislation to create a regulatory pathway for follow-on biologics is currently being considered by the United States Congress. A critical issue in this respect is the period of data exclusivity for innovator companies before a follow-on competitor can rely in part on data obtained for an original biologic for an abbreviated approval. Given the nature of patents on biologics, the period of data exclusivity is anticipated to have a key role in determining how quickly follow-on competitors emerge, and consequently also on the time available for originator companies to recoup their investment. Wi",
279,pubmed,Performance of a population of independent filaments in lamellipodial protrusion.,2008,Biophysical journal,10.1529/biophysj.107.125005,18390606,"Actin polymerization is responsible for moving a wide variety of loads, from the protrusion of membrane-bound filopodia and lamellipodia of immune, cancer, and other motile cells, to the propulsion of some intracellular pathogens. A universal explanation of the forces and velocities generated by these systems has been hampered by a lack of understanding in how a population of independent filaments pushes these loads. Protrusion of a lamellipodium by the very filaments supporting the membrane load is thought to operate by the Brownian ratchet mechanism, with overall organization governed by the",
280,pubmed,Unique functions of splenic CD8alpha+ dendritic cells during infection with intracellular pathogens.,2008,Immunology letters,10.1016/j.imlet.2007.09.007,17964665,"Deciphering the prerequisites for the induction of protective cytotoxic T cell responses is essential for future development of more effective CD8(+) T cell-based vaccines against infectious diseases and cancer. Since crucial events for CD8(+) T cell priming and differentiation occur during the first contacts of naïve T cells with distinct antigen-presenting cells (APCs), the identification and therapeutic targeting of these 'master' APCs has become a major quest in the field. A decade ago, dendritic cells (DCs) were discovered as potent APCs, as they combine all major features for the initiat",
281,pubmed,Abbreviated approval process in the works for 'biosimilar' drugs.,2007,"Managed care (Langhorne, Pa.)",,17491291,,
282,pubmed,Potential pathways for abbreviated approval of generic biologics under existing law and proposed reforms to the law.,2007,Food and drug law journal,,17444027,,
283,pubmed,A study of the capability of manufacturers of generic hormonal contraceptives in lower- and middle-income countries.,2007,Contraception,10.1016/j.contraception.2006.11.008,17362712,"Studies were undertaken to assess the capability, competence and capacity of manufacturers of oral and injectable hormonal contraceptives in lower- and middle-income countries. A qualitative study on 41 companies, which comprised in-depth interviews and facility observations, was undertaken. Also an in-depth quantitative study of 14 companies was undertaken, of which 3 have not been included in the first study. Following review of a questionnaire and other documentation, a visit was undertaken to each factory to assess staff competence, manufacturing facilities, manufacturing processes, qualit",
284,pubmed,What factors are affecting physician payment by acute care hospitals in rural Japan?,2009,Journal of medical and dental sciences,,19845136,"The regional discrepancies of physician supply have been a growing concern in Japan. To find out how hospitals are responding in terms of physician payment (by monthly salaries and additional benefits), we conducted a survey of acute care hospitals in Yamagata, Japan. We asked about the salary and additional benefits of full-time physicians and the structural and functional characteristics of health care service provision. From these data we set out to assemble a model that can explain effectively the variability of physician payment in acute care hospitals within the prefecture. We found that",
285,pubmed,"[WHO program for prequalification of antiretroviral, antimalarial and antituberculosis drugs].",2007,Medecine tropicale : revue du Corps de sante colonial,,17286018,"Partnered with UNICEF, UNAIDS and the UN Population Fund, and receiving support from the World Bank, the WHO Prequalification Programme provides a solid, scientific assessment of the quality of both generic and patented medicines, based on internationally harmonized standards for evaluating information on product quality and bioequivalence, inspecting manufacturing sites, and undertaking quality control of pharmaceutical production. Agencies and organizations who procure medicines can be assured that products prequalified by WHO are of proven quality and that they do not themselves have to tes",
286,pubmed,Design of the Dialysis Access Consortium (DAC) Clopidogrel Prevention of Early AV Fistula Thrombosis Trial.,2006,"Clinical trials (London, England)",10.1191/1740774505cn118oa,16317810,"The Dialysis Access Consortium (DAC) was developed to investigate interventions to improve hemodialysis vascular access outcomes. The autogenous arteriovenous fistula created by direct connection of native artery to vein is the recommended vascular access for hemodialysis. However, it fails frequently due to clotting after surgery. The DAC Early AV Fistula Thrombosis Trial tests the hypothesis that clopidogrel can prevent early fistula failure and increase the number of fistulas that ultimately become usable for hemodialysis access. This is one of two initial and concurrent trials being perfor",
287,pubmed,Design of the Dialysis Access Consortium (DAC) Aggrenox Prevention Of Access Stenosis Trial.,2006,"Clinical trials (London, England)",10.1191/1740774505cn110oa,16317809,"Surgically created arteriovenous (AV) grafts are the most common type of hemodialysis vascular access in the United States, but fail frequently due to the development of venous stenosis. The Dialysis Access Consortium (DAC) Aggrenox Prevention of Access Stenosis Trial tests the hypothesis that Aggrenox (containing dipyridamole and aspirin) can prevent stenosis and prolong survival of arteriovenous grafts. This is a multicenter, randomized, double-blind, placebo-controlled trial that will enroll 1056 subjects over four years with one-half year follow-up. Subjects undergoing placement of a new A",
288,pubmed,[Navigator concept. Optimizing the procedure for navigated total knee arthroplasty].,2006,Der Orthopade,10.1007/s00132-005-0853-2,16133155,"This study addresses work sharing during navigation-assisted total knee arthroplasty. Specifically, the concept is introduced of a ""navigator"" assistant who operates the navigation system during surgery while the surgeon concentrates on the primary steps of surgery. In a prospective study of 40 total knee arthroplasties, one group of patients was treated using the navigator concept, a second group was treated using a conventional navigation setup, and a third group was treated with conventional internal and external alignment jigs. Surgery time and outcome parameters were compared. Results sho",
289,pubmed,"The market shaping of charges, trust and abuse: health care transactions in Tanzania.",2005,Social science & medicine (1982),10.1016/j.socscimed.2004.11.072,16005774,"Effective health care is a relational activity, that is, it requires social relationships of trust and mutual understanding between providers and those needing and seeking care. The breakdown of these relationships is therefore impoverishing, cutting people off from a basic human capability, that of accessing of decent health care in time of need. In Tanzania as in much of Africa, health care relationships are generally also market transactions requiring out-of-pocket payment. This paper analyses the active constitution and destruction of trust within Tanzanian health care transactions, demons",
290,pubmed,An abbreviated review of immune abnormalities in schizophrenia.,2005,CNS spectrums,10.1017/s1092852900021763,15999027,"Initial investigations of the possible interaction between schizophrenia and the immune system began in the early 1900s and have proceeded in a rather halting fashion because of the methodological challenges faced by investigators. However, a confluence of recent data suggests that activation of the inflammatory response system, the cellular immune system, and the humoral immune system may be present in some patients with schizophrenia. Some of the most compelling data support the hypothesis that minor levels of immune activation may be associated with acute psychotic exacerbations. However, a",
291,pubmed,Two AIDS medicines back on WHO prequalification list.,2005,Releve epidemiologique hebdomadaire,,15646322,,
292,pubmed,New edition of WHO prequalification list to include four new anti-AIDS medicines.,2005,Journal of advanced nursing,,15521100,,
293,pubmed,Work flow policy and within-worker and between-workers variability in performance.,2004,The Journal of applied psychology,10.1037/0021-9010.89.5.911,15506870,"Work flow policies are shown to induce a change in average between-workers variability (worker heterogeneity) and within-worker variability in performance times. In a laboratory experiment, the authors measured the levels of worker heterogeneity and within-worker variability under an individual performance condition, a work sharing condition, and a fixed assignment condition. The work sharing policy increased the levels of worker heterogeneity and worker variability, whereas the fixed assignment policy decreased them. These effects, along with work flow policy main effects on mean performance ",
294,pubmed,A comprehensive expression analysis of the starch synthase gene family in rice (Oryza sativa L.).,2005,Planta,10.1007/s00425-004-1314-6,15232694,"To elucidate the roles of the isogenes encoding starch synthase (EC 2.4.1.21) in rice (Oryza sativa L.), a comprehensive expression analysis of the gene family was conducted. Extensive searches for starch synthase genes were done in the databases of both the whole genome and full-length cDNAs of rice, and ten genes were revealed to comprise the starch synthase gene family. Multi-sequence alignment analysis of the starch synthase proteins from rice and other plant species suggested that they were grouped into five classes, soluble starch synthase I (SSI), SSII, SSIII, SSIV and granule-bound sta",
295,pubmed,Health insurance expansion through states in a pluralistic system.,2001,"Journal of health politics, policy and law",10.1215/03616878-26-3-581,11430253,"The United States continues to stand almost alone among developed nations in its lack of universal health care coverage. In this essay, we argue that even though the debate over whether the federal government or states should lead the effort to expand health care coverage under the federal system is relevant in strategizing how to cover the uninsured; the more critical issues stem from the challenge of the mixed and fragmented mode of public-private financing of our pluralistic health care system. We base this argument on (1) an in-depth review of Oregon's and Tennessee's five years of experie",
296,pubmed,Epidemiology and molecular biology of early prostatic neoplasia.,2000,Molecular urology,,11062364,"This paper provides our institutional data with respect to the prevalence of early neoplastic changes within the prostate gland and the age and race distribution of the patients. The changes examined were prostatic intraepithelial neoplasia (PIN) and preclinical (latent) cancers. The literature on the prevalence of these early lesions among different geographic and ethnic groups is summarized, and an abbreviated review of the more common molecular alterations reported at this early phase of prostatic neoplasia is offered.",
297,europepmc,"Progress, impacts and lessons from market shaping in the past decade: a systematic review.",2025,,10.3389/fpubh.2025.1614471,40917430,,
298,europepmc,Vaccine Inequity in the COVID-19 Crisis: Lessons to Leverage Global Health Law through Market-Shaping Policies.,2025,,10.1017/jme.2025.18,40143624,,
299,europepmc,Industry Perceptions and Experiences with the Access Consortium New Active Substance Work-Sharing Initiative (NASWSI): Survey Results and Recommendations.,2024,,10.1007/s43441-024-00624-7,38459358,,
300,europepmc,Therapeutic value of oncology drugs approved by Health Canada through Project Orbis: a cross-sectional study.,2025,,10.1016/j.jcpo.2025.100635,40854481,,
301,europepmc,"Evaluation of the implementation and the associated operating costs of a medicine regulatory harmonisation model in Africa: the case of ZaZiBoNa, a SADC work-sharing initiative.",2025,,10.1080/20523211.2025.2490565,40291139,,
302,europepmc,Barriers to WHO prequalification of similar biotherapeutic insulin.,2024,,10.2471/blt.24.291804,39464844,,
303,europepmc,The market-shaping potential of a crisis,2022,,,,,
304,europepmc,Evolving market-shaping strategies to boost access to essential medical products in developing countries with HIV self-testing as a case study.,2023,,10.1186/s41256-023-00310-5,37443153,,
